canonical_item_name,Date,quantity_sold,cumulative_monthly_units,daily_depletion_rate,selling_days_in_interval,prev_obs_date,first_obs_flag,long_gap_flag,tally_date_flag,imputation_flag,n_source_rows
Black Hoodie Embro,2025-06-25,1,12,0.5,2,2025-06-21,0,0,1,1,1
Black Hoodie Embro,2025-06-27,1,13,0.5,2,2025-06-25,0,0,1,1,1
Black Hoodie Embro,2025-06-28,1,14,1.0,1,2025-06-27,0,0,1,1,1
Black Hoodie Embro,2025-07-15,1,1,0.0714,14,2025-06-28,0,0,1,1,1
Black Hoodie Embro,2025-07-16,1,2,1.0,1,2025-07-15,0,0,1,1,1
Black Hoodie Embro,2025-07-17,1,3,1.0,1,2025-07-16,0,0,1,1,1
Black Hoodie Embro,2025-08-01,2,2,0.1538,13,2025-07-17,0,0,1,1,1
Black Hoodie Embro,2025-08-04,1,3,0.5,2,2025-08-01,0,0,1,1,1
Black Hoodie Embro,2025-08-05,1,4,1.0,1,2025-08-04,0,0,1,1,1
Black Hoodie Embro,2025-08-11,1,5,0.25,4,2025-08-05,0,0,1,1,1
Black Hoodie Embro,2025-08-15,1,6,0.25,4,2025-08-11,0,0,1,1,1
Black Hoodie Embro,2025-08-19,1,7,0.3333,3,2025-08-15,0,0,1,1,1
Black Hoodie Embro,2025-08-29,1,8,0.1429,7,2025-08-19,0,0,1,1,1
Black Hoodie Embro,2025-09-04,1,1,0.2,5,2025-08-29,0,0,1,1,1
Black Hoodie Embro,2025-09-12,1,2,0.1429,7,2025-09-04,0,0,1,1,1
Black Hoodie Embro,2025-09-13,1,3,1.0,1,2025-09-12,0,0,1,1,1
Black Hoodie Embro,2025-09-16,1,4,0.5,2,2025-09-13,0,0,1,1,1
Black Hoodie Embro,2025-09-19,2,6,0.6667,3,2025-09-16,0,0,1,1,1
Black Hoodie Embro,2025-09-20,1,7,1.0,1,2025-09-19,0,0,1,1,1
Black Hoodie Embro,2025-09-21,1,8,1.0,1,2025-09-20,0,0,1,1,1
Black Hoodie Embro,2025-10-04,1,1,0.0833,12,2025-09-21,0,0,1,1,1
Black Hoodie Embro,2025-10-10,1,2,0.2,5,2025-10-04,0,0,1,1,1
Black Hoodie Embro,2025-10-25,1,3,0.0714,14,2025-10-10,0,0,1,1,1
Black Hoodie Embro,2025-10-29,1,4,0.3333,3,2025-10-25,0,0,1,1,1
Black Hoodie Embro,2025-11-06,3,3,0.4286,7,2025-10-29,0,0,1,1,1
Black Hoodie Embro,2025-11-07,2,5,2.0,1,2025-11-06,0,0,1,1,1
Black Hoodie Embro,2025-11-14,1,6,0.1667,6,2025-11-07,0,0,1,1,1
Black Hoodie Embro,2025-11-19,2,8,0.4,5,2025-11-14,0,0,1,1,1
Black Hoodie Embro,2025-11-21,1,9,0.5,2,2025-11-19,0,0,1,1,1
Black Hoodie Embro,2025-11-22,1,10,1.0,1,2025-11-21,0,0,1,1,1
Black Hoodie Embro,2025-12-02,1,1,0.1111,9,2025-11-22,0,0,1,1,1
Black Hoodie Embro,2025-12-03,1,2,1.0,1,2025-12-02,0,0,1,1,1
Black Hoodie Embro,2025-12-04,1,3,1.0,1,2025-12-03,0,0,1,1,1
Black Hoodie Embro,2025-12-07,11,14,3.6667,3,2025-12-04,0,0,1,1,1
Black Hoodie Embro,2025-12-10,2,16,1.0,2,2025-12-07,0,0,1,1,1
Black Hoodie Embro,2025-12-12,1,17,0.5,2,2025-12-10,0,0,1,1,1
Black Hoodie Embro,2025-12-13,1,18,1.0,1,2025-12-12,0,0,1,1,1
Black Hoodie Embro,2025-12-15,1,19,1.0,1,2025-12-13,0,0,1,1,1
Black Hoodie Embro,2025-12-16,1,20,1.0,1,2025-12-15,0,0,1,1,1
Black Hoodie Embro,2025-12-17,1,21,1.0,1,2025-12-16,0,0,1,1,1
Black Hoodie Embro,2025-12-18,2,23,2.0,1,2025-12-17,0,0,1,1,1
Black Hoodie Embro,2026-01-08,1,1,0.0556,18,2025-12-18,0,0,1,1,1
Black Hoodie Embro,2026-01-10,1,2,1.0,1,2026-01-08,0,0,1,1,1
Black Hoodie Embro,2026-01-14,2,4,0.6667,3,2026-01-10,0,0,1,1,1
Black Hoodie Embro,2026-01-25,1,5,0.1,10,2026-01-14,0,0,1,1,1
Black Hoodie Embro,2026-01-31,1,6,0.1667,6,2026-01-25,0,0,1,1,1
Black Hoodie Embro,2026-02-05,1,1,0.2,5,2026-01-31,0,0,1,1,1
Black Hoodie Embro,2026-02-07,1,2,0.5,2,2026-02-05,0,0,1,1,1
Black Hoodie Embro,2026-02-13,1,3,0.2,5,2026-02-07,0,0,1,1,1
Black Hoodie Embro,2026-02-14,1,4,1.0,1,2026-02-13,0,0,1,1,1
Black Hoodie Embro,2026-02-28,5,9,0.5,10,2026-02-14,0,0,1,1,1
Black Lanyard,2024-05-02,3,3,3.0,1,,1,0,1,1,1
Black Lanyard,2024-05-04,3,6,1.5,2,2024-05-02,0,0,1,1,2
Black Lanyard,2024-05-06,8,14,8.0,1,2024-05-04,0,0,1,1,1
Black Lanyard,2024-05-07,4,18,4.0,1,2024-05-06,0,0,1,1,2
Black Lanyard,2024-05-08,11,29,11.0,1,2024-05-07,0,0,1,1,2
Black Lanyard,2024-05-09,9,38,9.0,1,2024-05-08,0,0,1,1,2
Black Lanyard,2024-05-10,5,43,5.0,1,2024-05-09,0,0,1,1,1
Black Lanyard,2024-05-13,5,48,2.5,2,2024-05-10,0,0,1,1,2
Black Lanyard,2024-05-14,7,55,7.0,1,2024-05-13,0,0,1,1,1
Black Lanyard,2024-05-15,12,67,12.0,1,2024-05-14,0,0,1,1,2
Black Lanyard,2024-05-17,7,74,3.5,2,2024-05-15,0,0,1,1,2
Black Lanyard,2024-05-20,10,84,5.0,2,2024-05-17,0,0,1,1,2
Black Lanyard,2024-05-21,4,88,4.0,1,2024-05-20,0,0,1,1,1
Black Lanyard,2024-05-22,4,92,4.0,1,2024-05-21,0,0,1,1,1
Black Lanyard,2024-05-23,5,97,5.0,1,2024-05-22,0,0,1,1,1
Black Lanyard,2024-05-24,4,101,4.0,1,2024-05-23,0,0,1,1,1
Black Lanyard,2024-05-27,4,105,2.0,2,2024-05-24,0,0,1,1,1
Black Lanyard,2024-05-28,6,111,6.0,1,2024-05-27,0,0,1,1,2
Black Lanyard,2024-05-29,1,112,1.0,1,2024-05-28,0,0,1,1,1
Black Lanyard,2024-05-30,1,113,1.0,1,2024-05-29,0,0,1,1,1
Black Lanyard,2024-05-31,3,116,3.0,1,2024-05-30,0,0,1,1,1
Black Lanyard,2024-10-20,8,8,,118,2024-05-31,0,1,1,1,1
Black Lanyard,2025-06-11,1,1,,200,2024-10-20,0,1,1,1,1
Black Lanyard,2025-06-12,1,2,1.0,1,2025-06-11,0,0,1,1,1
Black Lanyard,2025-06-13,1,3,1.0,1,2025-06-12,0,0,1,1,1
Black Lanyard,2025-06-18,2,5,0.5,4,2025-06-13,0,0,1,1,1
Black Lanyard,2025-06-19,1,6,1.0,1,2025-06-18,0,0,1,1,1
Black Lanyard,2025-07-01,2,2,0.2222,9,2025-06-19,0,0,1,1,1
Black Lanyard,2025-07-16,3,5,0.2308,13,2025-07-01,0,0,1,1,1
Black Lanyard,2025-07-18,1,6,0.5,2,2025-07-16,0,0,1,1,1
Black Lanyard,2025-07-31,1,7,0.0909,11,2025-07-18,0,0,1,1,1
Black Lanyard,2025-08-01,3,3,3.0,1,2025-07-31,0,0,1,1,1
Black Lanyard,2025-08-04,5,8,2.5,2,2025-08-01,0,0,1,1,1
Black Lanyard,2025-08-05,2,10,2.0,1,2025-08-04,0,0,1,1,1
Black Lanyard,2025-08-06,4,14,4.0,1,2025-08-05,0,0,1,1,1
Black Lanyard,2025-10-19,26,26,,62,2025-08-06,0,1,1,1,1
Black Lanyard,2025-10-23,2,28,0.5,4,2025-10-19,0,0,1,1,1
Black Lanyard,2025-10-24,3,31,3.0,1,2025-10-23,0,0,1,1,1
Black Lanyard,2025-10-27,5,36,2.5,2,2025-10-24,0,0,1,1,1
Black Lanyard,2025-10-28,5,41,5.0,1,2025-10-27,0,0,1,1,1
Black Lanyard,2025-10-29,3,44,3.0,1,2025-10-28,0,0,1,1,1
Black Lanyard,2025-11-05,1,1,0.1667,6,2025-10-29,0,0,1,1,1
Black Lanyard,2025-11-06,2,3,2.0,1,2025-11-05,0,0,1,1,1
Black Lanyard,2025-11-07,1,4,1.0,1,2025-11-06,0,0,1,1,1
Black Lanyard,2025-11-12,1,5,0.25,4,2025-11-07,0,0,1,1,1
Black Lanyard,2025-11-13,2,7,2.0,1,2025-11-12,0,0,1,1,1
Black Lanyard,2025-11-14,4,11,4.0,1,2025-11-13,0,0,1,1,1
Black Lanyard,2025-11-19,1,12,0.2,5,2025-11-14,0,0,1,1,1
Black Lanyard,2025-11-20,1,13,1.0,1,2025-11-19,0,0,1,1,1
Black Lanyard,2025-11-21,1,14,1.0,1,2025-11-20,0,0,1,1,1
Black Lanyard,2025-11-22,2,16,2.0,1,2025-11-21,0,0,1,1,1
Black Lanyard,2025-11-27,4,20,1.0,4,2025-11-22,0,0,1,1,1
Black Lanyard,2025-11-30,3,23,1.0,3,2025-11-27,0,0,1,1,1
Black Lanyard,2025-12-02,2,2,1.0,2,2025-11-30,0,0,1,1,1
Black Lanyard,2025-12-03,4,6,4.0,1,2025-12-02,0,0,1,1,1
Black Lanyard,2025-12-07,95,101,23.75,4,2025-12-03,0,0,1,1,1
Black Lanyard,2025-12-10,2,103,1.0,2,2025-12-07,0,0,1,1,1
Black Lanyard,2025-12-11,2,105,2.0,1,2025-12-10,0,0,1,1,1
Black Lanyard,2025-12-12,3,108,3.0,1,2025-12-11,0,0,1,1,1
Black Lanyard,2025-12-13,1,109,1.0,1,2025-12-12,0,0,1,1,1
Black Lanyard,2025-12-15,1,110,1.0,1,2025-12-13,0,0,1,1,1
Black Lanyard,2025-12-16,2,112,2.0,1,2025-12-15,0,0,1,1,1
Black Lanyard,2025-12-17,4,116,4.0,1,2025-12-16,0,0,1,1,1
Black Lanyard,2025-12-18,1,117,1.0,1,2025-12-17,0,0,1,1,1
Black Lanyard,2026-01-12,1,1,0.05,20,2025-12-18,0,0,1,1,1
Black Lanyard,2026-01-14,1,2,0.5,2,2026-01-12,0,0,1,1,1
Black Lanyard,2026-01-15,1,3,1.0,1,2026-01-14,0,0,1,1,1
Black Lanyard,2026-01-16,1,4,1.0,1,2026-01-15,0,0,1,1,1
Black Lanyard,2026-01-17,1,5,1.0,1,2026-01-16,0,0,1,1,1
Black Lanyard,2026-01-19,1,6,1.0,1,2026-01-17,0,0,1,1,1
Black Lanyard,2026-01-20,1,7,1.0,1,2026-01-19,0,0,1,1,1
Black Lanyard,2026-01-22,2,9,1.0,2,2026-01-20,0,0,1,1,1
Black Lanyard,2026-01-23,1,10,1.0,1,2026-01-22,0,0,1,1,1
Black Lanyard,2026-01-25,48,58,24.0,2,2026-01-23,0,0,1,1,1
Black Lanyard,2026-01-27,1,59,0.5,2,2026-01-25,0,0,1,1,1
Black Lanyard,2026-01-30,1,60,0.3333,3,2026-01-27,0,0,1,1,1
Black Lanyard,2026-02-01,79,79,39.5,2,2026-01-30,0,0,1,1,1
Black Lanyard,2026-02-05,2,81,0.5,4,2026-02-01,0,0,1,1,1
Black Lanyard,2026-02-06,1,82,1.0,1,2026-02-05,0,0,1,1,1
Black Lanyard,2026-02-07,3,85,3.0,1,2026-02-06,0,0,1,1,1
Black Lanyard,2026-02-09,2,87,2.0,1,2026-02-07,0,0,1,1,1
Black Lanyard,2026-02-10,1,88,1.0,1,2026-02-09,0,0,1,1,1
Black Lanyard,2026-02-11,1,89,1.0,1,2026-02-10,0,0,1,1,1
Black Lanyard,2026-02-12,9,98,9.0,1,2026-02-11,0,0,1,1,1
Black Lanyard,2026-02-14,2,100,1.0,2,2026-02-12,0,0,1,1,1
Black Lanyard,2026-02-16,3,103,3.0,1,2026-02-14,0,0,1,1,1
Black Lanyard,2026-02-19,6,109,3.0,2,2026-02-16,0,0,1,1,1
Black Lanyard,2026-02-24,1,110,0.25,4,2026-02-19,0,0,1,1,1
Black Lanyard,2026-02-28,13,123,4.3333,3,2026-02-24,0,0,1,1,1
Black Lanyard,2026-03-09,4,4,0.5714,7,2026-02-28,0,0,1,1,1
Black Lanyard,2026-03-13,1,5,0.25,4,2026-03-09,0,0,1,1,1
Black Lanyard,2026-03-14,3,8,3.0,1,2026-03-13,0,0,1,1,1
Black Lanyard,2026-03-16,1,9,1.0,1,2026-03-14,0,0,1,1,1
Black Lanyard,2026-03-23,2,11,0.3333,6,2026-03-16,0,0,1,1,1
Black Lanyard,2026-03-24,1,12,1.0,1,2026-03-23,0,0,1,1,1
Black Lanyard,2026-03-25,10,22,10.0,1,2026-03-24,0,0,1,1,1
Black Lanyard,2026-03-29,2,24,0.5,4,2026-03-25,0,0,1,1,1
Black Wearable Blanket,2025-08-13,1,1,0.1,10,,1,0,1,1,1
Black Wearable Blanket,2025-08-27,1,2,0.1,10,2025-08-13,0,0,1,1,1
Black Wearable Blanket,2025-08-28,1,3,1.0,1,2025-08-27,0,0,1,1,1
Black Wearable Blanket,2025-09-02,1,1,0.25,4,2025-08-28,0,0,1,1,1
Black Wearable Blanket,2025-09-05,1,2,0.3333,3,2025-09-02,0,0,1,1,1
Black Wearable Blanket,2025-09-12,1,3,0.1667,6,2025-09-05,0,0,1,1,1
Black Wearable Blanket,2025-09-16,1,4,0.3333,3,2025-09-12,0,0,1,1,1
Black Wearable Blanket,2025-09-19,1,5,0.3333,3,2025-09-16,0,0,1,1,1
Black Wearable Blanket,2025-09-21,1,6,0.5,2,2025-09-19,0,0,1,1,1
Black Wearable Blanket,2025-09-24,1,7,0.3333,3,2025-09-21,0,0,1,1,1
Black Wearable Blanket,2025-09-29,1,8,0.25,4,2025-09-24,0,0,1,1,1
Black Wearable Blanket,2025-09-30,1,9,1.0,1,2025-09-29,0,0,1,1,1
Black Wearable Blanket,2025-10-02,1,1,0.5,2,2025-09-30,0,0,1,1,1
Black Wearable Blanket,2025-10-04,1,2,0.5,2,2025-10-02,0,0,1,1,1
Black Wearable Blanket,2025-11-05,1,1,,28,2025-10-04,0,1,1,1,1
Black Wearable Blanket,2025-11-22,1,2,0.0625,16,2025-11-05,0,0,1,1,1
Black Wearable Blanket,2025-11-24,1,3,1.0,1,2025-11-22,0,0,1,1,1
Black Wearable Blanket,2025-12-03,3,3,0.3333,9,2025-11-24,0,0,1,1,1
Black Wearable Blanket,2025-12-13,1,4,0.1111,9,2025-12-03,0,0,1,1,1
Black Wearable Blanket,2025-12-15,1,5,1.0,1,2025-12-13,0,0,1,1,1
Black Wearable Blanket,2025-12-18,3,8,1.0,3,2025-12-15,0,0,1,1,1
Black Wearable Blanket,2026-01-21,1,1,,28,2025-12-18,0,1,1,1,1
Black Wearable Blanket,2026-01-25,1,2,0.25,4,2026-01-21,0,0,1,1,1
Black Wearable Blanket,2026-03-13,1,1,,40,2026-01-25,0,1,1,1,1
Black Wearable Blanket,2026-03-23,5,6,0.625,8,2026-03-13,0,0,1,1,1
Black Wearable Blanket,2026-03-25,1,7,0.5,2,2026-03-23,0,0,1,1,1
Black Wearable Blanket,2026-03-28,1,8,0.3333,3,2026-03-25,0,0,1,1,1
Black Wearable Blanket,2026-04-05,1,1,0.125,8,2026-03-28,0,0,1,1,1
Black Wearable Blanket,2026-04-21,1,2,0.0769,13,2026-04-05,0,0,1,1,1
Black Wearable Blanket,2026-05-20,2,2,0.0833,24,2026-04-21,0,0,1,1,1
Black Wearable Blanket,2026-05-28,1,3,0.1429,7,2026-05-20,0,0,1,1,1
Black Wearable Blanket,2026-06-01,1,1,0.3333,3,2026-05-28,0,0,1,1,1
Black Wearable Blanket,2026-06-05,1,2,0.25,4,2026-06-01,0,0,1,1,1
Black Wearable Blanket,2026-06-06,1,3,1.0,1,2026-06-05,0,0,1,1,1
Black Wearable Blanket,2026-06-08,1,4,1.0,1,2026-06-06,0,0,1,1,1
Black Wearable Blanket,2026-06-10,2,6,1.0,2,2026-06-08,0,0,1,1,1
Black Wearable Blanket,2026-06-13,1,7,0.5,2,2026-06-10,0,0,1,1,1
Black Wearable Blanket,2026-06-18,1,8,0.25,4,2026-06-13,0,0,1,1,1
Black Wearable Blanket,2026-06-19,1,9,1.0,1,2026-06-18,0,0,1,1,1
Black Wearable Blanket,2026-06-23,2,11,0.6667,3,2026-06-19,0,0,1,1,1
Black Wearable Blanket,2026-06-25,1,12,1.0,1,2026-06-23,0,0,1,1,1
Black Wearable Blanket,2026-06-29,1,13,0.3333,3,2026-06-25,0,0,1,1,1
Black w/ Yellow UST Embro,2026-03-02,9,9,9.0,1,,1,0,1,0,1
Black w/ Yellow UST Embro,2026-03-11,2,11,0.25,8,2026-03-02,0,0,1,0,1
Black w/ Yellow UST Embro,2026-03-12,1,12,1.0,1,2026-03-11,0,0,1,0,1
Black w/ Yellow UST Embro,2026-03-13,1,13,1.0,1,2026-03-12,0,0,1,0,1
Black w/ Yellow UST Embro,2026-03-14,1,14,1.0,1,2026-03-13,0,0,1,0,1
Black w/ Yellow UST Embro,2026-03-21,1,15,0.1667,6,2026-03-14,0,0,1,0,1
Black w/ Yellow UST Embro,2026-03-23,3,18,3.0,1,2026-03-21,0,0,1,0,1
Black w/ Yellow UST Embro,2026-03-29,3,21,0.5,6,2026-03-23,0,0,1,0,1
Black w/ Yellow UST Embro,2026-04-07,1,1,0.1111,9,2026-03-29,0,0,1,0,1
Black w/ Yellow UST Embro,2026-04-18,1,2,0.1111,9,2026-04-07,0,0,1,0,1
Black w/ Yellow UST Embro,2026-04-23,1,3,0.25,4,2026-04-18,0,0,1,0,1
Black w/ Yellow UST Embro,2026-04-25,1,4,0.5,2,2026-04-23,0,0,1,0,1
Black w/ Yellow UST Embro,2026-04-29,2,6,0.6667,3,2026-04-25,0,0,1,0,1
Black w/ Yellow UST Embro,2026-05-07,2,2,0.3333,6,2026-04-29,0,0,1,0,1
Black w/ Yellow UST Embro,2026-05-23,7,9,0.5,14,2026-05-07,0,0,1,0,1
Black w/ Yellow UST Embro,2026-05-28,4,13,1.0,4,2026-05-23,0,0,1,0,1
Black w/ Yellow UST Embro,2026-05-29,1,14,1.0,1,2026-05-28,0,0,1,0,1
Black w/ Yellow UST Embro,2026-05-30,1,15,1.0,1,2026-05-29,0,0,1,0,1
Black w/ Yellow UST Embro,2026-06-02,26,26,13.0,2,2026-05-30,0,0,1,0,1
Black w/ Yellow UST Embro,2026-06-05,1,27,0.3333,3,2026-06-02,0,0,1,0,1
Black w/ Yellow UST Embro,2026-06-09,1,28,0.3333,3,2026-06-05,0,0,1,0,1
Black w/ Yellow UST Embro,2026-06-11,1,29,0.5,2,2026-06-09,0,0,1,0,1
Black w/ Yellow UST Embro,2026-06-26,1,30,0.0909,11,2026-06-11,0,0,1,0,1
Blanca Pen,2025-07-07,5,5,0.8333,6,,1,0,1,0,1
Blanca Pen,2025-07-14,1,6,0.1667,6,2025-07-07,0,0,1,0,1
Blanca Pen,2025-07-15,2,8,2.0,1,2025-07-14,0,0,1,0,1
Blanca Pen,2025-08-01,2,2,0.1333,15,2025-07-15,0,0,1,0,1
Blanca Pen,2025-08-04,1,3,0.5,2,2025-08-01,0,0,1,0,1
Blanca Pen,2025-08-07,1,4,0.3333,3,2025-08-04,0,0,1,0,1
Blanca Pen,2025-08-14,1,5,0.2,5,2025-08-07,0,0,1,0,1
Blanca Pen,2025-09-15,50,50,,25,2025-08-14,0,1,1,0,1
Blanca Pen,2025-09-16,1,51,1.0,1,2025-09-15,0,0,1,0,1
Blanca Pen,2025-09-20,1,52,0.25,4,2025-09-16,0,0,1,0,1
Blanca Pen,2025-10-04,2,2,0.1538,13,2025-09-20,0,0,1,0,1
Blanca Pen,2025-11-06,25,25,,29,2025-10-04,0,1,1,0,1
Blanca Pen,2025-11-12,5,30,1.0,5,2025-11-06,0,0,1,0,1
Blanca Pen,2025-11-27,1,31,0.0714,14,2025-11-12,0,0,1,0,1
Blanca Pen,2025-12-03,10,10,1.6667,6,2025-11-27,0,0,1,0,1
Blanca Pen,2026-01-08,4,4,,31,2025-12-03,0,1,1,0,1
Blanca Pen,2026-01-10,1,5,1.0,1,2026-01-08,0,0,1,0,1
Blanca Pen,2026-01-12,2,7,2.0,1,2026-01-10,0,0,1,0,1
Blanca Pen,2026-01-14,2,9,1.0,2,2026-01-12,0,0,1,0,1
Blanca Pen,2026-01-30,1,10,0.0667,15,2026-01-14,0,0,1,0,1
Blanca Pen,2026-02-05,3,3,0.5,6,2026-01-30,0,0,1,0,1
Blanca Pen,2026-02-13,1,4,0.1429,7,2026-02-05,0,0,1,0,1
Blanca Pen,2026-03-09,2,2,0.1111,18,2026-02-13,0,0,1,0,1
Blanca Pen,2026-03-10,1,3,1.0,1,2026-03-09,0,0,1,0,1
Blanca Pen,2026-03-17,1,4,0.1667,6,2026-03-10,0,0,1,0,1
Blanca Pen,2026-03-21,5,9,1.25,4,2026-03-17,0,0,1,0,1
Blanca Pen,2026-03-23,9,18,9.0,1,2026-03-21,0,0,1,0,1
Blanca Pen,2026-03-25,2,20,1.0,2,2026-03-23,0,0,1,0,1
Blanca Pen,2026-04-18,2,2,0.0909,22,2026-03-25,0,0,1,0,1
Blanca Pen,2026-04-22,1,3,0.3333,3,2026-04-18,0,0,1,0,1
Blanca Pen,2026-04-25,4,7,1.3333,3,2026-04-22,0,0,1,0,1
Blanca Pen,2026-05-06,1,1,0.125,8,2026-04-25,0,0,1,0,1
Blanca Pen,2026-05-14,1,2,0.1429,7,2026-05-06,0,0,1,0,1
Blanca Pen,2026-05-16,1,3,0.5,2,2026-05-14,0,0,1,0,1
Blanca Pen,2026-05-20,1,4,0.3333,3,2026-05-16,0,0,1,0,1
Blanca Pen,2026-05-23,2,6,0.6667,3,2026-05-20,0,0,1,0,1
Blanca Pen,2026-05-28,5,11,1.25,4,2026-05-23,0,0,1,0,1
Blanca Pen,2026-05-29,1,12,1.0,1,2026-05-28,0,0,1,0,1
Blanca Pen,2026-05-30,4,16,4.0,1,2026-05-29,0,0,1,0,1
Blanca Pen,2026-06-03,1,1,0.3333,3,2026-05-30,0,0,1,0,1
Blanca Pen,2026-06-15,1,2,0.1111,9,2026-06-03,0,0,1,0,1
Blanca Pen,2026-06-18,2,4,0.6667,3,2026-06-15,0,0,1,0,1
Blanca Pen,2026-06-25,1,5,0.2,5,2026-06-18,0,0,1,0,1
Bomber Jacket,2024-09-17,1,1,0.0714,14,,1,0,1,0,1
Bomber Jacket,2024-09-18,1,2,1.0,1,2024-09-17,0,0,1,0,1
Bomber Jacket,2024-09-19,1,3,1.0,1,2024-09-18,0,0,1,0,1
Bomber Jacket,2024-10-01,2,2,0.2,10,2024-09-19,0,0,1,0,1
Bomber Jacket,2024-10-02,1,3,1.0,1,2024-10-01,0,0,1,0,1
Bomber Jacket,2024-10-08,2,5,0.4,5,2024-10-02,0,0,1,0,1
Bomber Jacket,2024-10-10,1,6,0.5,2,2024-10-08,0,0,1,0,1
Bomber Jacket,2024-10-11,1,7,1.0,1,2024-10-10,0,0,1,0,1
Bomber Jacket,2024-10-20,15,22,1.875,8,2024-10-11,0,0,1,0,1
Bomber Jacket,2024-11-04,1,1,0.0714,14,2024-10-20,0,0,1,0,1
Bomber Jacket,2024-11-12,3,4,0.4286,7,2024-11-04,0,0,1,0,1
Bomber Jacket,2024-11-14,1,5,0.5,2,2024-11-12,0,0,1,0,1
Bomber Jacket,2024-11-19,1,6,0.25,4,2024-11-14,0,0,1,0,1
Bomber Jacket,2024-11-26,1,7,0.1667,6,2024-11-19,0,0,1,0,1
Bomber Jacket,2024-12-02,1,1,0.25,4,2024-11-26,0,0,1,0,1
Bomber Jacket,2024-12-10,2,3,0.2857,7,2024-12-02,0,0,1,0,1
Bomber Jacket,2024-12-11,2,5,2.0,1,2024-12-10,0,0,1,0,1
Bomber Jacket,2024-12-15,3,8,0.75,4,2024-12-11,0,0,1,0,1
Bomber Jacket,2024-12-18,1,9,0.3333,3,2024-12-15,0,0,1,0,1
Bomber Jacket,2024-12-19,1,10,1.0,1,2024-12-18,0,0,1,0,1
Bomber Jacket,2025-01-07,1,1,0.0625,16,2024-12-19,0,0,1,0,1
Bomber Jacket,2025-01-12,3,4,0.75,4,2025-01-07,0,0,1,0,1
Bomber Jacket,2025-01-24,1,5,0.0909,11,2025-01-12,0,0,1,0,1
Bomber Jacket,2025-01-25,1,6,1.0,1,2025-01-24,0,0,1,0,1
Bomber Jacket,2025-01-30,1,7,0.25,4,2025-01-25,0,0,1,0,1
Bomber Jacket,2025-02-11,1,1,0.0909,11,2025-01-30,0,0,1,0,1
Bomber Jacket,2025-02-26,1,2,0.0833,12,2025-02-11,0,0,1,0,1
Bomber Jacket,2025-02-28,1,3,0.5,2,2025-02-26,0,0,1,0,1
Bomber Jacket,2025-03-11,1,1,0.1111,9,2025-02-28,0,0,1,0,1
Bomber Jacket,2025-03-12,1,2,1.0,1,2025-03-11,0,0,1,0,1
Bomber Jacket,2025-03-19,1,3,0.1667,6,2025-03-12,0,0,1,0,1
Bomber Jacket,2025-04-02,2,2,0.1667,12,2025-03-19,0,0,1,0,1
Bomber Jacket,2025-04-28,1,3,0.0476,21,2025-04-02,0,0,1,0,1
Bomber Jacket,2025-05-27,1,1,0.0417,24,2025-04-28,0,0,1,0,1
Bomber Jacket,2025-05-29,1,2,0.5,2,2025-05-27,0,0,1,0,1
Bomber Jacket,2025-06-05,1,1,0.1667,6,2025-05-29,0,0,1,0,1
Bomber Jacket,2025-06-06,1,2,1.0,1,2025-06-05,0,0,1,0,1
Bomber Jacket,2025-06-09,2,4,1.0,2,2025-06-06,0,0,1,0,1
Bomber Jacket,2025-06-10,2,6,2.0,1,2025-06-09,0,0,1,0,1
Bomber Jacket,2025-06-11,1,7,1.0,1,2025-06-10,0,0,1,0,1
Bomber Jacket,2025-06-14,1,8,0.3333,3,2025-06-11,0,0,1,0,1
Bomber Jacket,2025-06-27,1,9,0.1,10,2025-06-14,0,0,1,0,1
Bomber Jacket,2025-06-28,1,10,1.0,1,2025-06-27,0,0,1,0,1
Bomber Jacket,2025-06-30,1,11,1.0,1,2025-06-28,0,0,1,0,1
Bomber Jacket,2025-07-01,1,1,1.0,1,2025-06-30,0,0,1,0,1
Bomber Jacket,2025-08-05,1,1,,30,2025-07-01,0,1,1,0,1
Bomber Jacket,2025-08-07,1,2,0.5,2,2025-08-05,0,0,1,0,1
Bomber Jacket,2025-08-13,3,5,0.75,4,2025-08-07,0,0,1,0,1
Bomber Jacket,2025-08-18,1,6,0.25,4,2025-08-13,0,0,1,0,1
Bomber Jacket,2025-08-19,1,7,1.0,1,2025-08-18,0,0,1,0,1
Bomber Jacket,2025-08-29,1,8,0.1429,7,2025-08-19,0,0,1,0,1
Bomber Jacket,2025-09-06,1,1,0.1429,7,2025-08-29,0,0,1,0,1
Bomber Jacket,2025-09-16,1,2,0.125,8,2025-09-06,0,0,1,0,1
Bomber Jacket,2025-09-19,1,3,0.3333,3,2025-09-16,0,0,1,0,1
Bomber Jacket,2025-09-30,1,4,0.1,10,2025-09-19,0,0,1,0,1
Bomber Jacket,2025-10-10,1,1,0.1111,9,2025-09-30,0,0,1,0,1
Bomber Jacket,2025-10-14,2,3,0.6667,3,2025-10-10,0,0,1,0,1
Bomber Jacket,2026-06-05,1,1,,203,2025-10-14,0,1,1,0,1
Bookmarks,2025-03-12,47,47,4.7,10,,1,0,1,0,1
Bookmarks,2025-04-04,1,1,0.05,20,2025-03-12,0,0,1,0,1
Bookmarks,2025-06-14,1,1,,59,2025-04-04,0,1,1,0,1
Bookmarks,2025-07-07,3,3,0.1667,18,2025-06-14,0,0,1,0,1
